Manufacturer,Model Number,Blank,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side,ISC_Rear,Prear_max
REC Solar,REC205PE Q2,,205,181.5,Multi-c-Si,1.65,60,1,N,8.1,35.5,7.45,27.55,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC205PE Q3,,205,181.5,Multi-c-Si,1.65,60,1,N,8.1,35.5,7.45,27.55,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC210PE Q2,,210,186.1,Multi-c-Si,1.65,60,1,N,8.2,35.9,7.55,27.85,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC210PE Q3,,210,186.1,Multi-c-Si,1.65,60,1,N,8.2,35.9,7.55,27.85,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC215AE-US,,215,187.2,Multi-c-Si,1.65,60,1,N,8.1,36.3,7.6,28.27,49,-0.4975,0.127,-0.363,0.991,1.665,0,0
REC Solar,REC215PE,,215,190.6,Multi-c-Si,1.65,60,1,N,8.1,36.3,7.6,28.3,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC215PE-US,,215,190.6,Multi-c-Si,1.65,60,1,N,8.1,36.3,7.6,28.3,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC215PE-US (BLK),,215,190.6,Multi-c-Si,1.65,60,1,N,8.1,36.3,7.6,28.3,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC220AE-US,,220,191.7,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,49,-0.4975,0.127,-0.363,0.991,1.665,0,0
REC Solar,REC220AE-US (BLK),,220,191.7,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,49,-0.4975,0.127,-0.363,0.991,1.665,0,0
REC Solar,REC220PE,,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC220PE (BLK),,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC220PE2,,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC220PE2 BLK,,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC220PE2 BLK Q2,,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC220PE2 BLK Q3,,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC220PE2 Q2,,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC220PE2 Q3,,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC220PE-US,,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC220PE-US (BLK),,220,195.2,Multi-c-Si,1.65,60,1,N,8.2,36.6,7.7,28.7,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC225AE-US,,225,196.2,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,49,-0.4975,0.127,-0.363,0.991,1.665,0,0
REC Solar,REC225AE-US (BLK),,225,196.2,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,49,-0.4975,0.127,-0.363,0.991,1.665,0,0
REC Solar,REC225PE,,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC225PE (BLK),,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC225PE2,,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC225PE2 BLK,,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC225PE2 BLK Q2,,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC225PE2 BLK Q3,,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC225PE2 Q2,,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.67,0,0
REC Solar,REC225PE-US,,225,199.7,Multi-c-Si,1.65,60,1,N,8.2,36.8,7.7,29.1,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC230AE-US,,230,200.7,Multi-c-Si,1.65,60,1,N,8.3,37.1,7.8,29.4,49,-0.4975,0.127,-0.363,0.991,1.665,0,0
REC Solar,REC230PE,,230,204.3,Multi-c-Si,1.65,60,1,N,8.3,37.1,7.8,29.4,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC230PE-US,,230,204.3,Multi-c-Si,1.65,60,1,N,8.3,37.1,7.8,29.4,47.9,-0.457,0.011,-0.318,0.991,1.665,0,0
REC Solar,REC250PE BLK2,,250,228.3,Multi-c-Si,1.65,60,1,N,8.86,37.4,8.3,30.2,45.7,-0.4,0.05,-0.31,0.991,1.665,0,0
REC Solar,REC255PE BLK2,,255,233,Multi-c-Si,1.65,60,1,N,8.95,37.6,8.42,30.5,45.7,-0.4,0.05,-0.31,0.991,1.665,0,0
REC Solar,REC260PE BLK2,,260,237.6,Multi-c-Si,1.65,60,1,N,9.01,37.8,8.5,30.7,45.7,-0.4,0.05,-0.31,0.991,1.665,0,0
REC Solar,REC295PE72,,295,267.5,Multi-c-Si,1.95,72,1,N,8.71,44.5,8.18,36.1,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC295PE72 Q2,,295,267.5,Multi-c-Si,1.95,72,1,N,8.71,44.5,8.18,36.1,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC295PE72 Q3,,295,267.5,Multi-c-Si,1.95,72,1,N,8.71,44.5,8.18,36.1,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC300PE72,,300,272.1,Multi-c-Si,1.95,72,1,N,8.76,44.9,8.22,36.5,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC300PE72 Q2,,300,272.1,Multi-c-Si,1.95,72,1,N,8.76,44.9,8.22,36.5,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC300PE72 Q3,,300,272.1,Multi-c-Si,1.95,72,1,N,8.76,44.9,8.22,36.5,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC305PE72,,305,276.8,Multi-c-Si,1.95,72,1,N,8.82,45.2,8.27,36.9,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC305PE72 Q2,,305,276.8,Multi-c-Si,1.95,72,1,N,8.82,45.2,8.27,36.9,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC305PE72 Q3,,305,276.8,Multi-c-Si,1.95,72,1,N,8.82,45.2,8.27,36.9,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC310PE72,,310,281.4,Multi-c-Si,1.95,72,1,N,8.88,45.5,8.34,37.2,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC310PE72 Q2,,310,281.4,Multi-c-Si,1.95,72,1,N,8.88,45.5,8.34,37.2,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC310PE72 Q3,,310,281.4,Multi-c-Si,1.95,72,1,N,8.88,45.5,8.34,37.2,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC310PE72XV,,310,281.4,Multi-c-Si,1.95,72,1,N,9.02,45.3,8.53,36.7,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC315PE72,,315,286.1,Multi-c-Si,1.95,72,1,N,8.93,45.8,8.4,37.5,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC315PE72 Q2,,315,286.1,Multi-c-Si,1.95,72,1,N,8.93,45.8,8.4,37.5,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
REC Solar,REC315PE72 Q3,,315,286.1,Multi-c-Si,1.95,72,1,N,8.93,45.8,8.4,37.5,46.2,-0.42,0.06,-0.32,0.991,1.968,0,0
Sunpreme Inc.,SNPM-GxB-290,,290,273.3,Thin Film,1.648,60,1,N,9.2,43.9,8.6,33.7,45.4,-0.28,0.03,-0.23,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-290 SM,,290,273.3,Thin Film,1.649,60,1,N,9.2,43.9,8.6,33.7,45.4,-0.28,0.03,-0.23,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-SL-290,,290,274.1,Thin Film,1.648,60,1,N,9.2,43.9,8.6,33.7,44.5,-0.28,0.015,-0.21,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-300y,,300,282.9,Thin Film,1.648,60,1,N,9.26,43.6,8.6,35.3,45.4,-0.28,0.03,-0.23,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-300y SM,,300,282.9,Thin Film,1.649,60,1,N,12,39.4,8.7,34.5,45.4,-0.28,0.03,-0.23,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-SL-300,,300,283.7,Thin Film,1.648,60,1,N,9.3,44.9,8.7,34.5,44.5,-0.28,0.015,-0.21,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-310y,,310,292.5,Thin Film,1.648,60,1,N,9.3,43.8,8.7,36,45.4,-0.28,0.03,-0.23,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-310y SM,,310,292.5,Thin Film,1.649,60,1,N,9.3,43.8,8.7,36,45.4,-0.28,0.03,-0.23,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-SL-310,,310,293.3,Thin Film,1.648,60,1,N,9.4,45.9,8.8,35.2,44.5,-0.28,0.015,-0.21,0.991,1.664,0,0
Sunpreme Inc.,SNPM-GxB-350,,350,330,Thin Film,1.941,72,1,N,9.1,51.4,8.4,41.7,45.4,-0.28,0.03,-0.23,0.991,1.96,0,0
Sunpreme Inc.,SNPM-GxB-360,,360,339.6,Thin Film,1.941,72,1,N,9.1,53.9,8.6,41.9,45.4,-0.28,0.03,-0.23,0.991,1.96,0,0
Sunpreme Inc.,SNPM-GxB-370-4BB,,370,348.3,Multi-c-Si,1.941,72,1,N,9.2,54.7,8.7,42.5,46.4,-0.279,0.037,-0.235,0.991,1.96,0,0
Sunpreme Inc.,SNPM-GxB-380-4BB,,380,357.9,Multi-c-Si,1.941,72,1,N,9.3,55.5,8.8,43.2,46.4,-0.279,0.037,-0.235,0.991,1.96,0,0
Suntech Power,STP210-20/Wd,,210,190,Multi-c-Si,1.65,60,1,N,7.86,36.4,7.25,29,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP210-20/Wde,,210,190,Multi-c-Si,1.65,60,1,N,7.86,36.4,7.25,29,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP215-20/Wd,,215,194.7,Multi-c-Si,1.65,60,1,N,7.95,36.5,7.37,29.2,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP215-20/Wde,,215,194.7,Multi-c-Si,1.65,60,1,N,7.95,36.5,7.37,29.2,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP220-20/Wd,,220,199.3,Multi-c-Si,1.65,60,1,N,8.05,36.6,7.46,29.5,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP220-20/Wde,,220,199.3,Multi-c-Si,1.65,60,1,N,8.05,36.6,7.46,29.5,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP220-20/Wdl,,220,199.3,Multi-c-Si,1.65,60,1,N,8.09,36.5,7.55,29.2,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP225-20/Wd,,225,203.9,Multi-c-Si,1.65,60,1,N,8.15,36.7,7.61,29.6,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP225-20/Wde,,225,203.9,Multi-c-Si,1.65,60,1,N,8.15,36.7,7.61,29.6,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP225-20/Wdl,,225,203.9,Multi-c-Si,1.65,60,1,N,8.17,36.8,7.62,29.6,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,PLUTO230-Wdb,,230,208.1,Multi-c-Si,1.65,60,1,N,8.27,36.2,7.74,29.8,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO230-Wde,,230,208.1,Multi-c-Si,1.65,60,1,N,8.27,36.2,7.74,29.8,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO230-Wdm,,230,208.1,Multi-c-Si,1.65,60,1,N,8.27,36.2,7.74,29.8,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,STP230-20/Wd,,230,208.6,Multi-c-Si,1.65,60,1,N,8.25,36.8,7.72,29.8,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP230-20/Wde,,230,208.6,Multi-c-Si,1.65,60,1,N,8.25,36.8,7.72,29.8,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,STP230-20/Wdl,,230,208.6,Multi-c-Si,1.65,60,1,N,8.26,36.9,7.73,29.8,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,PLUTO235-Wdb,,235,212.8,Multi-c-Si,1.65,60,1,N,8.42,36.4,7.84,30.1,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO235-Wde,,235,212.8,Multi-c-Si,1.65,60,1,N,8.42,36.4,7.84,30.1,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO235-Wdm,,235,212.8,Multi-c-Si,1.65,60,1,N,8.42,36.4,7.84,30.1,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,STP235-20/Wd,,235,213.9,Multi-c-Si,1.65,60,1,N,8.35,37,7.79,30.2,43.7,-0.4502,0.0565,-0.33998,0.991,1.665,0,0
Suntech Power,STP235-20/Wde,,235,213.9,Multi-c-Si,1.65,60,1,N,8.35,37,7.79,30.2,43.7,-0.4502,0.0565,-0.33998,0.991,1.665,0,0
Suntech Power,STP235-20/Wdl,,235,213.2,Multi-c-Si,1.65,60,1,N,8.35,37,7.84,30.1,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,PLUTO240-Wdb,,240,217.4,Multi-c-Si,1.65,60,1,N,8.46,36.9,7.93,30.3,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO240-Wde,,240,217.4,Multi-c-Si,1.65,60,1,N,8.46,36.9,7.93,30.3,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO240-Wdm,,240,217.4,Multi-c-Si,1.65,60,1,N,8.46,36.9,7.93,30.3,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,STP240-20/Wd,,240,218.6,Multi-c-Si,1.65,60,1,N,8.43,37.2,7.95,30.2,43.7,-0.4502,0.0565,-0.33998,0.991,1.665,0,0
Suntech Power,STP240-20/Wde,,240,218.6,Multi-c-Si,1.65,60,1,N,8.43,37.2,7.95,30.2,43.7,-0.4502,0.0565,-0.33998,0.991,1.665,0,0
Suntech Power,STP240-20/Wdl,,240,217.8,Multi-c-Si,1.65,60,1,N,8.44,37.2,7.93,30.3,45.9,-0.417,0.043,-0.312,0.991,1.665,0,0
Suntech Power,PLUTO245-Wdb,,245,222,Multi-c-Si,1.65,60,1,N,8.6,37,8.01,30.6,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO245-Wde,,245,222,Multi-c-Si,1.65,60,1,N,8.6,37,8.01,30.6,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO245-Wdm,,245,222,Multi-c-Si,1.65,60,1,N,8.6,37,8.01,30.6,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO250-Wdb,,250,226.7,Multi-c-Si,1.65,60,1,N,8.75,37.1,8.12,30.8,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO250-Wde,,250,226.7,Multi-c-Si,1.65,60,1,N,8.75,37.1,8.12,30.8,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
Suntech Power,PLUTO250-Wdm,,250,226.7,Multi-c-Si,1.65,60,1,N,8.75,37.1,8.12,30.8,45.3,-0.4378,0.0632,-0.3379,0.991,1.665,0,0
WINAICO,WSP-230P6,,230,206.5,Multi-c-Si,1.642,60,1,N,8.3,38.86,7.72,29.81,44.9,-0.48,0.06,-0.37,0.991,1.657,0,0
WINAICO,WSP-235P6,,235,211.1,Multi-c-Si,1.642,60,1,N,8.35,36.92,7.84,29.95,44.9,-0.48,0.06,-0.37,0.991,1.657,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP255-60,,255,229.3,Multi-c-Si,1.635,60,1,N,8.72,38.59,8.18,31.18,46.5,-0.45,0.073,-0.344,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM260-60,,260,233.3,Mono-c-Si,1.635,60,1,N,8.81,38.92,8.21,31.67,47.2,-0.446,0.066,-0.341,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP260-60,,260,233.9,Multi-c-Si,1.635,60,1,N,8.83,38.82,8.25,31.52,46.5,-0.45,0.073,-0.344,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM265-60,,265,238,Mono-c-Si,1.635,60,1,N,8.89,39.12,8.29,31.97,47.2,-0.446,0.066,-0.341,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP265-60,,265,238.6,Multi-c-Si,1.635,60,1,N,8.92,39.07,8.33,31.82,46.5,-0.45,0.073,-0.344,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM270-60,,270,242.6,Mono-c-Si,1.635,60,1,N,8.98,39.25,8.36,32.3,47.2,-0.446,0.066,-0.341,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP270-60,,270,243.2,Multi-c-Si,1.635,60,1,N,9.02,39.21,8.42,32.07,46.5,-0.45,0.073,-0.344,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM275-60,,275,247.2,Mono-c-Si,1.635,60,1,N,9.09,39.36,8.45,32.55,47.2,-0.446,0.066,-0.341,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP275-60,,275,247.9,Multi-c-Si,1.635,60,1,N,9.15,39.38,8.55,32.17,46.5,-0.45,0.073,-0.344,0.991,1.65,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP305-72,,305,274.3,Multi-c-Si,1.938,72,1,N,8.62,46.26,8.09,37.71,46.5,-0.45,0.073,-0.344,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM310-72,,310,278.3,Mono-c-Si,1.938,72,1,N,8.72,46.74,8.15,38.04,47.2,-0.446,0.066,-0.341,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP310-72,,310,279,Multi-c-Si,1.938,72,1,N,8.73,46.41,8.2,37.81,46.5,-0.45,0.073,-0.344,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM315-72,,315,282.9,Mono-c-Si,1.938,72,1,N,8.85,46.8,8.23,38.28,47.2,-0.446,0.066,-0.341,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP315-72,,315,283.6,Multi-c-Si,1.938,72,1,N,8.81,46.58,8.31,37.91,46.5,-0.45,0.073,-0.344,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM320-72,,320,287.5,Mono-c-Si,1.938,72,1,N,8.94,46.87,8.33,38.42,47.2,-0.446,0.066,-0.341,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP320-72,,320,288.2,Multi-c-Si,1.938,72,1,N,8.89,46.72,8.38,38.19,46.5,-0.45,0.073,-0.344,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM325-72,,325,292.1,Mono-c-Si,1.938,72,1,N,9.05,46.98,8.42,38.6,47.2,-0.446,0.066,-0.341,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP325-72,,325,292.9,Multi-c-Si,1.938,72,1,N,8.99,46.81,8.47,38.37,46.5,-0.45,0.073,-0.344,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSM330-72,,330,296.8,Mono-c-Si,1.938,72,1,N,9.18,47.08,8.52,38.74,47.2,-0.446,0.066,-0.341,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP330-72,,330,297.5,Multi-c-Si,1.938,72,1,N,9.05,46.93,8.55,38.6,46.5,-0.45,0.073,-0.344,0.991,1.956,0,0
"Zhejiang Trunsun Solar Co., Ltd.",TSP335-72,,335,302.2,Multi-c-Si,1.938,72,1,N,9.16,47.12,8.63,38.82,46.5,-0.45,0.073,-0.344,0.991,1.956,0,0
Alps Technology,ATI-M660-220,,220,189.1,Multi-c-Si,1.61,60,1,N,7.95,36.06,7.3,30.12,50.2,-0.5196,0.0548,-0.3624,0.99,1.626,0,0
Alps Technology,ATI-M660-225,,225,193.6,Multi-c-Si,1.61,60,1,N,8.04,36.24,7.44,30.24,50.2,-0.5196,0.0548,-0.3624,0.99,1.626,0,0
Alps Technology,ATI-M660-230,,230,198,Multi-c-Si,1.61,60,1,N,8.1,36.42,7.58,30.36,50.2,-0.5196,0.0548,-0.3624,0.99,1.626,0,0
Alps Technology,ATI-M660-235,,235,202.5,Multi-c-Si,1.61,60,1,N,8.23,36.72,7.68,30.6,50.2,-0.5196,0.0548,-0.3624,0.99,1.626,0,0
Alps Technology,ATI-M660-240,,240,207,Multi-c-Si,1.61,60,1,N,8.32,36.84,7.83,30.72,50.2,-0.5196,0.0548,-0.3624,0.99,1.626,0,0
"Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd",AS-6P30-245W,,245,216.4,Multi-c-Si,1.624,60,1,N,8.75,37.5,8.17,30,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
"Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd",AS-6P30-250W,,250,221,Multi-c-Si,1.624,60,1,N,8.83,37.7,8.28,30.2,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
"Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd",AS-6P30-255W,,255,225.5,Multi-c-Si,1.624,60,1,N,8.89,37.3,8.51,30,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
"Amerisolar-Worldwide Energy and Manufacturing USA Co., Ltd",AS-6P30-260W,,260,230.1,Multi-c-Si,1.624,60,1,N,9.01,38,8.5,30.6,46.8,-0.51,0.07,-0.37,0.99,1.64,0,0
AXITEC,AC-325P/156-72S,,325,295.5,Multi-c-Si,1.94,72,1,N,9.22,45.7,8.7,37.4,43.2,-0.4877,0.0584,-0.3572,0.99,1.96,0,0
AXITEC,AC-330P/156-72S,,330,300.2,Multi-c-Si,1.94,72,1,N,9.27,45.9,8.76,37.7,43.2,-0.4877,0.0584,-0.3572,0.99,1.96,0,0
AXITEC,AC-335P/156-72S,,335,304.9,Multi-c-Si,1.94,72,1,N,9.34,46.2,8.82,38,43.2,-0.4877,0.0584,-0.3572,0.99,1.96,0,0
AXITEC,AC-340P/156-72S,,340,309.6,Multi-c-Si,1.94,72,1,N,9.4,46.4,8.89,38.3,43.2,-0.4877,0.0584,-0.3572,0.99,1.96,0,0
AXITEC,AC-345P/156-72S,,345,314.3,Multi-c-Si,1.94,72,1,N,9.46,46.6,8.95,38.6,43.2,-0.4877,0.0584,-0.3572,0.99,1.96,0,0
"Boviet Solar Technology Co., Ltd.",BVM6610P-255,,255,231,Multi-c-Si,1.61,60,1,N,9,37.4,8.45,30.2,45.5,-0.4426,0.0726,-0.3224,0.99,1.626,0,0
"Boviet Solar Technology Co., Ltd.",BVM6610P-260,,260,235.7,Multi-c-Si,1.61,60,1,N,9.12,37.5,8.56,30.4,45.5,-0.4426,0.0726,-0.3224,0.99,1.626,0,0
"Boviet Solar Technology Co., Ltd.",BVM6610P-265,,265,244.8,Multi-c-Si,1.627,60,1,N,9.07,38.1,8.61,30.8,43.7,-0.3958,0.0708,-0.3064,0.99,1.626,0,0
Centrosolar America,TP6 245xx,,245,220.4,Multi-c-Si,1.634,60,1,N,8.64,37.3,8.13,30.3,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TP6S 245xx,,245,220.4,Multi-c-Si,1.634,60,1,N,8.64,37.3,8.13,30.3,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TP6 250xx,,250,225,Multi-c-Si,1.634,60,1,N,8.76,37.5,8.24,30.5,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TP6S 250xx,,250,225,Multi-c-Si,1.634,60,1,N,8.76,37.5,8.24,30.5,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TP6 255xx,,255,229.6,Multi-c-Si,1.634,60,1,N,8.89,38.1,8.34,30.6,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TP6S 255xx,,255,229.6,Multi-c-Si,1.634,60,1,N,8.89,38.1,8.34,30.6,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TM6 260xx,,260,236.2,Mono-c-Si,1.634,60,1,N,9.04,37.8,8.49,30.8,46.9,-0.404,0.055,-0.305,0.99,1.65,0,0
Centrosolar America,TM6S 260xx,,260,236.2,Mono-c-Si,1.634,60,1,N,9.04,37.8,8.49,30.8,46.9,-0.404,0.055,-0.305,0.99,1.65,0,0
Centrosolar America,TP6 260xx,,260,234.3,Multi-c-Si,1.634,60,1,N,8.99,37.9,8.46,30.9,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TP6S 260xx,,260,234.3,Multi-c-Si,1.634,60,1,N,8.99,37.9,8.46,30.9,48.2,-0.412,0.051,-0.305,0.99,1.65,0,0
Centrosolar America,TM6 265xx,,265,240.8,Mono-c-Si,1.634,60,1,N,9.16,38,8.6,31,46.9,-0.404,0.055,-0.305,0.99,1.65,0,0
