City Name,Latitude,Longitude,Country
Ain Beida,35.7964,7.3928,Algeria
Leominster,42.5209,-71.7717,United States
Lomas de Zamora,-34.7667,-58.4,Argentina
Bama,11.5189,13.6842,Nigeria
Codo,-4.455,-43.8858,Brazil
San Rafael,-34.6,-68.3333,Argentina
Chimaltenango,14.6622,-90.8208,Guatemala
Petrzalka,48.1333,17.1167,Slovakia
Plaridel,14.8869,120.8569,Philippines
Kabwe,-14.4333,28.45,Zambia
Tahoua,14.8903,5.2642,Niger
Nobeoka,32.5833,131.6667,Japan
Gogounou,10.8386,2.8361,Benin
Reutlingen,48.4833,9.2167,Germany
Reutov,55.7622,37.8567,Russia
Agadez,16.9959,7.9828,Niger
Uzhhorod,48.6239,22.295,Ukraine
Round Rock,30.527,-97.6642,United States
Adilabad,19.6667,78.5333,India
Luanshya,-13.1333,28.4,Zambia
Kapakli,41.3333,27.9667,Turkey
Obninsk,55.0931,36.6106,Russia
Uribia,11.7139,-72.2658,Colombia
Piedecuesta,7.0833,-73,Colombia
Salman Bak,33.1,44.5833,Iraq
Tangjin,36.8931,126.6281,South Korea
Rouen,49.4428,1.0886,France
Dabrowa Gornicza,50.3214,19.1872,Poland
Guiguinto,14.8333,120.8833,Philippines
Huanren,41.2671,125.3529,China
Machakos,-1.5167,37.2667,Kenya
Fujimi,35.8566,139.5492,Japan
Catacamas,14.8486,-85.8942,Honduras
Argenteuil,48.95,2.25,France
Los Banos,14.1667,121.2167,Philippines
San Martin,-33.0806,-68.4706,Argentina
Xai-Xai,-25.05,33.65,Mozambique
Rochdale,53.6136,-2.161,United Kingdom
Banfora,10.6308,-4.7589,Burkina Faso
Orsha,54.5092,30.4258,Belarus
Walbrzych,50.7667,16.2833,Poland
Langley,49.1044,-122.5827,Canada
Narasaraopet,16.25,80.07,India
Temixco,18.85,-99.2333,Mexico
Heroica Guaymas,27.9183,-110.8989,Mexico
Kyzyl,51.7167,94.45,Russia
Monroe,32.5185,-92.0774,United States
Pollachi,10.659,77.008,India
Mendoza,-32.8833,-68.8167,Argentina
Nkongsamba,4.95,9.9333,Cameroon
Samal,7.05,125.7333,Philippines
Facatativa,4.8167,-74.3667,Colombia
Guadalajara de Buga,3.9,-76.3019,Colombia
Cassongue,-11.8333,15,Angola
Barnala,30.37,75.54,India
Manpo,41.157,126.29,North Korea
Tandil,-37.3167,-59.1333,Argentina
Yavatmal,20.4,78.1333,India
Beppu,33.2795,131.5,Japan
Araguari,-18.6489,-48.1869,Brazil
Tatui,-23.3556,-47.8569,Brazil
Shibuya,35.6536,139.7092,Japan
Sassari,40.7267,8.5592,Italy
Conselheiro Lafaiete,-20.66,-43.7858,Brazil
Bage,-31.3308,-54.1069,Brazil
Chittaurgarh,24.8894,74.6239,India
Berkane,34.9167,-2.3167,Morocco
Buzau,45.1531,26.8208,Romania
Santander de Quilichao,3.0167,-76.4833,Colombia
Helsingborg,56.05,12.7167,Sweden
Coronel,-37.0167,-73.2167,Chile
Kasese,0.1867,30.0881,Uganda
Clearwater,27.979,-82.7623,United States
Dharan,26.8167,87.2833,Nepal
Lugazi,0.3833,32.9242,Uganda
Tarogong,-7.215,107.8856,Indonesia
Boke,10.94,-14.3,Guinea
Smithtown,40.8663,-73.2164,United States
Himamaylan,10.1,122.8667,Philippines
San Antonio Enchisi,19.7072,-99.7867,Mexico
Jounie,33.9697,35.6156,Lebanon
Tecoman,18.9089,-103.8747,Mexico
Bongao,5.0292,119.7731,Philippines
Fatsa,41.0333,37.5,Turkey
Phatthaya,12.9357,100.889,Thailand
Swabi,34.1202,72.4702,Pakistan
Qiaotou,36.935,101.6736,China
Khon Kaen,16.4333,102.8333,Thailand
Karatsu,33.45,129.9667,Japan
Ramenskoye,55.5667,38.2167,Russia
Ra's al Khaymah,25.7667,55.95,United Arab Emirates
Kilis,36.7167,37.1167,Turkey
Seaside,36.6224,-121.8199,United States
Sandvika,59.8833,10.5167,Norway
Adjaouere,7,2.6167,Benin
Itapipoca,-3.4939,-39.5789,Brazil
Guanabacoa,23.1252,-82.3007,Cuba
West Jordan,40.6024,-112.0008,United States
Sabha,27.0389,14.4264,Libya
Shacheng,40.4027,115.5126,China
Sayhat,26.475,50.0417,Saudi Arabia
Kars,40.6078,43.0958,Turkey
Valle de La Pascua,9.2033,-66.0103,Venezuela
Parachinar,33.9,70.1,Pakistan
Richardson,32.9716,-96.7093,United States
San Ildefonso,15.0789,120.9419,Philippines
Kovilpatti,9.1744,77.8688,India
West Palm Beach,26.7469,-80.132,United States
Temple,31.1068,-97.3891,United States
Nasushiobara,36.9617,140.0461,Japan
Tokai,35.0231,136.9022,Japan
Durres,41.3111,19.4392,Albania
Turbaco,10.35,-75.3333,Colombia
Pedro Juan Caballero,-22.53,-55.75,Paraguay
Rawasari,-7.58,108.8828,Indonesia
Tres Lagoas,-20.7511,-51.6783,Brazil
Berdiansk,46.7556,36.7889,Ukraine
Koencho,43.8028,143.8944,Japan
Mangaldan,16.07,120.4025,Philippines
Niihama,33.9667,133.2833,Japan
Pottstown,40.2508,-75.6445,United States
Bansbaria,22.97,88.4,India
Puerto Madryn,-42.7667,-65.05,Argentina
Brandon,27.9367,-82.3,United States
Sliven,42.6833,26.3333,Bulgaria
Yessentuki,44.0333,42.85,Russia
Rock Hill,34.9415,-81.0241,United States
Iriga City,13.4231,123.4122,Philippines
Jonkoping,57.7828,14.1606,Sweden
Meridian,43.6116,-116.3977,United States
Sano,36.3145,139.5783,Japan
Ariana,36.8625,10.1956,Tunisia
Sloviansk,48.8533,37.6059,Ukraine
Koblenz,50.3597,7.5978,Germany
Oktyabr'skiy,54.4667,53.4667,Russia
Al Mudaybi,22.5667,58.1167,Oman
Sogamoso,5.7167,-72.9208,Colombia
Hatsukaichi,34.35,132.3333,Japan
Sakiet ed Daier,34.8,10.78,Tunisia
Coeur d'Alene,47.704,-116.7936,United States
Carlsbad,33.1246,-117.2834,United States
Las Delicias,28.2,-105.5,Mexico
Sach'on,35.0667,128.0833,South Korea
Bijeljina,44.75,19.2167,Bosnia and Herzegovina
Lowell,42.6389,-71.3217,United States
Erlangen,49.5833,11.0167,Germany
Bremerhaven,53.55,8.5833,Germany
Ciudad de la Costa,-34.8167,-55.95,Uruguay
Waterloo,42.4918,-92.3522,United States
Kaikkudi,9.893,78.7313,India
Bernal,-34.7,-58.2833,Argentina
Kamagaya,35.7768,140.0008,Japan
North Charleston,32.9067,-80.0722,United States
Alphen aan den Rijn,52.1333,4.6667,Netherlands
La Piedad,20.3333,-102.0167,Mexico
Hammersmith,51.4928,-0.2229,United Kingdom
Putatan,14.3984,121.0364,Philippines
Esteban Echeverria,-34.8167,-58.4667,Argentina
Ambovombe,-25.1764,46.0833,Madagascar
Sakete,6.7364,2.6581,Benin
Espejo,-33.5167,-70.6917,Chile
Gilroy,37.0046,-121.5854,United States
Bagh-e Malek,31.5231,49.8861,Iran
Rotherham,53.43,-1.357,United Kingdom
Kakegawa,34.7687,137.9984,Japan
Downey,33.9379,-118.1311,United States
Ifanhim,6.6667,2.7167,Benin
Gresham,45.5021,-122.4413,United States
Bintulu,3.17,113.03,Malaysia
Elgin,42.0383,-88.324,United States
Saanich,48.484,-123.381,Canada
Daet,14.1142,122.9564,Philippines
Asela,7.95,39.1167,Ethiopia
Materi,10.6978,1.0633,Benin
Kusadasi,37.8597,27.2597,Turkey
Kristiansand,58.1472,7.9972,Norway
Pul-e Khumri,35.95,68.7,Afghanistan
Recklinghausen,51.585,7.1619,Germany
Nagahama,35.3833,136.2833,Japan
Tawau,4.2448,117.8911,Malaysia
Walthamstow,51.584,-0.021,United Kingdom
Quilengues,-14.0814,14.0764,Angola
Mulhouse,47.75,7.34,France
Mazhang,21.2757,110.3221,China
Paarl,-33.7242,18.9558,South Africa
Hofu,34.05,131.5667,Japan
Hikone,35.2667,136.2667,Japan
Iranshahr,27.2025,60.6847,Iran
Maranguape,-3.89,-38.6858,Brazil
Ndali,9.8608,2.7181,Benin
Uba,-21.12,-42.9428,Brazil
Bukittinggi,-0.3097,100.3753,Indonesia
Caraguatatuba,-23.62,-45.4128,Brazil
Manolo Fortich,8.3675,124.8656,Philippines
Midyat,37.4167,41.3697,Turkey
Mungo,-11.6667,16.1667,Angola
Arafat,18.0464,-15.9719,Mauritania
Tecpan Guatemala,14.7667,-91,Guatemala
Jendouba,36.5,8.7833,Tunisia
Alkmaar,52.6333,4.75,Netherlands
Sa-ch'on,35.2347,128.3575,South Korea
Hualien,23.9722,121.6064,Taiwan
Ioannina,39.6636,20.8522,Greece
Akcakale,36.7108,38.9478,Turkey
Libmanan,13.6964,123.06,Philippines
Bergisch Gladbach,50.9918,7.1303,Germany
Euriapolis,-16.3778,-39.58,Brazil
Osmanabad,18.1667,76.05,India
Remscheid,51.1833,7.2,Germany
Novyy Urengoy,66.0833,76.6833,Russia
Mostar,43.3436,17.8075,Bosnia and Herzegovina
Burdur,37.7194,30.2833,Turkey
La Gi,10.66,107.7719,Vietnam
Hosan,36.2,127.0833,South Korea
Tayabas,14.0167,121.5833,Philippines
Mopti,14.49,-4.18,Mali
Sokode,8.9833,1.1333,Togo
Castelar,-34.6667,-58.6667,Argentina
Sahibganj,25.25,87.65,India
Khenchela,35.4167,7.1333,Algeria
Vicenza,45.55,11.55,Italy
Balangir,20.72,83.48,India
Utica,43.0962,-75.2261,United States
San Carlos de Bariloche,-41.15,-71.3,Argentina
Otaru,43.1907,140.9944,Japan
Goth Tando Sumro,25.45,68.7167,Pakistan
Rajpura,30.484,76.594,India
Kaposvar,46.3638,17.7823,Hungary
Broken Arrow,36.038,-95.7806,United States
Higashiomi,35.1167,136.2,Japan
Brovary,50.5111,30.79,Ukraine
Santa Lucia,10.2606,-66.6639,Venezuela
Mawanella,7.2534,80.4466,Sri Lanka
Kuningan,-6.9764,108.4844,Indonesia
Carora,10.1692,-70.0783,Venezuela
Madhavaram,13.1482,80.2314,India
Laoag,18.1978,120.5936,Philippines
Tangjia,22.3566,113.5919,China
Champdani,22.8,88.37,India
Oshu,39.1445,141.1391,Japan
Zahle,33.8333,35.9167,Lebanon
Mahasamund,21.11,82.1,India
Habikino,34.55,135.6,Japan
Kamyshin,50.0833,45.4,Russia
Campo Largo,-25.4589,-49.5278,Brazil
Shujalpur,23.4,76.72,India
Doncaster,53.5231,-1.1339,United Kingdom
Dolgoprudnyy,55.9333,37.5,Russia
Shkoder,42.0681,19.5119,Albania
Jena,50.9272,11.5861,Germany
Trincomalee,8.5667,81.2333,Sri Lanka
Subic,14.8769,120.2328,Philippines
Baleraja,-6.5167,107.9169,Indonesia
Olmaliq,40.85,69.6,Uzbekistan
Kawit,14.4333,120.9,Philippines
Bou Saada,35.2083,4.1739,Algeria
Pochuta,14.55,-91.0833,Guatemala
Hezuo,34.9984,102.91,China
Esteli,13.0933,-86.3547,Nicaragua
Jaen,37.7667,-3.7711,Spain
Araruama,-22.8728,-42.3428,Brazil
Dassa-Zoume,7.75,2.1833,Benin
Costa Mesa,33.6667,-117.9135,United States
Chico,39.7578,-121.8161,United States
Baybay,10.6833,124.8,Philippines
Corumba,-19.0089,-57.6528,Brazil
Nancy,48.6936,6.1846,France
Kouande,10.3317,1.6914,Benin
Zhukovskiy,55.5972,38.1203,Russia
Nsukka,6.8567,7.3958,Nigeria
Sioux City,42.4959,-96.3901,United States
Ichinoseki,38.9347,141.1266,Japan
Funchal,32.65,-16.9167,Portugal
Wythenshawe,53.392,-2.264,United Kingdom
Colatina,-19.5389,-40.6308,Brazil
Maidstone,51.272,0.529,United Kingdom
Sutton Coldfield,52.563,-1.822,United Kingdom
League City,29.4874,-95.1087,United States
Qalyub,30.1997,31.2053,Egypt
Parral,26.9333,-105.6667,Mexico
Terni,42.5619,12.6414,Italy
Miami Gardens,25.9433,-80.2426,United States
Tatalon,14.6242,121.0153,Philippines
Parintins,-2.6278,-56.7358,Brazil
Trier,49.7567,6.6414,Germany
Terrebonne,45.7,-73.6333,Canada
Namur,50.4667,4.8667,Belgium
Changbang,30.4555,120.4433,China
Pulilan,14.902,120.849,Philippines
Murom,55.5667,42.0333,Russia
Kalmunai,7.4167,81.8167,Sri Lanka
Sabara Bangou,15.1177,1.996,Niger
Manzini,-26.4833,31.3667,Swaziland
Tondabayashicho,34.5,135.6,Japan
Pingquan,40.9937,118.6735,China
Kazo,36.1314,139.6018,Japan
Pompano Beach,26.2428,-80.1312,United States
Khardah,22.72,88.38,India
Omuta,33.0333,130.45,Japan
Villa Mercedes,-33.6667,-65.4667,Argentina
Jawhar,2.7833,45.5,Somalia
Winterthur,47.4989,8.7286,Switzerland
Tarnow,50.0125,20.9886,Poland
Gafsa,34.4167,8.7833,Tunisia
Ash Shaykh `Uthman,12.8866,45.0279,Yemen
Nkpor,6.15,6.8333,Nigeria
Harad,24.1456,49.0653,Saudi Arabia
Khushab,32.2986,72.3508,Pakistan
Nawada,24.88,85.53,India
Muktsar,30.4743,74.5166,India
Basingstoke,51.2667,-1.0876,United Kingdom
Kintampo,8.0522,-1.7347,Ghana
Catalao,-18.17,-47.9419,Brazil
Hounslow,51.4668,-0.375,United Kingdom
Ahuachapan,13.9167,-89.85,El Salvador
Al Ahad al Masarihah,16.7097,42.955,Saudi Arabia
Puerto Barrios,15.73,-88.6,Guatemala
Fasa,28.9383,53.6483,Iran
As Salamiyah,35.0118,37.0525,Syria
Pelabuhanratu,-6.9878,106.5439,Indonesia
Los Minas,18.5,-69.9833,Dominican Republic
Shinyanga,-3.6619,33.4231,Tanzania
Sonsonate,13.7167,-89.7167,El Salvador
Masindi,1.6836,31.7222,Uganda
Kiffa,16.63,-11.4,Mauritania
Betul Bazar,21.92,77.9,India
Nikopol,47.5667,34.4,Ukraine
Ferozepore,30.9166,74.6,India
Yenangyaung,20.4597,94.8742,Myanmar
Quibor,9.9281,-69.5778,Venezuela
Ourinhos,-22.9744,-49.8719,Brazil
Franceville,-1.6333,13.5833,Gabon
San Buenaventura,34.2741,-119.2314,United States
Socopo,8.2322,-70.8206,Venezuela
Mascara,35.4,0.1333,Algeria
Genhe,50.7783,121.5213,China
Everett,47.9525,-122.1669,United States
Montego Bay,18.4667,-77.9167,Jamaica
El Centro,32.7865,-115.5595,United States
Ciamis,-7.3281,108.3336,Indonesia
Caen,49.18,-0.37,France
Jeonghae,35.5667,126.85,South Korea
Msaken,35.7333,10.5833,Tunisia
Baneh,35.9975,45.8853,Iran
Shirayamamachi,36.5166,136.5656,Japan
Itele,6.7667,4.0625,Nigeria
Sugar Land,29.5935,-95.6358,United States
Tinaquillo,9.9167,-68.3,Venezuela
Xishancun,23.6014,116.3257,China
Drammen,59.7378,10.205,Norway
El Monte,34.0739,-118.0291,United States
Marugame,34.2833,133.8,Japan
Bangaon,23.0435,88.8318,India
Qal`at Sukkar,31.8589,46.0772,Iraq
Milton,43.5083,-79.8833,Canada
Yoju,37.3,127.6333,South Korea
Lewisville,33.0454,-96.9815,United States
Retalhuleu,14.5333,-91.6833,Guatemala
Tacurong,6.68,124.67,Philippines
Navapolatsk,55.5333,28.65,Belarus
Pisco,-13.7167,-76.2,Peru
Dera Ismail Khan,31.8314,70.9019,Pakistan
Labe,11.3167,-12.2833,Guinea
Altamira,-3.2028,-52.2058,Brazil
Cavite City,14.4833,120.9,Philippines
Yevpatoriia,45.1939,33.3681,Ukraine
Taitung,22.7583,121.1444,Taiwan
Itabira,-19.6189,-43.2269,Brazil
Malacatan,14.9106,-92.0581,Guatemala
Al Fqih Ben Calah,32.5,-6.5333,Morocco
Naujan,13.3233,121.3028,Philippines
Quezon,7.7306,125.1,Philippines
Sandacho,34.8833,135.2333,Japan
Uitenhage,-33.75,25.4,South Africa
Aguachica,8.3167,-73.6333,Colombia
Glan,5.8167,125.2,Philippines
Carmona,14.3167,121.05,Philippines
Bayugan,8.71,125.75,Philippines
Datia,25.67,78.47,India
K'ebri Dehar,6.7333,44.2667,Ethiopia
Sehore,23.2,77.08,India
Medenine,33.3547,10.5053,Tunisia
Kasserine,35.1667,8.8333,Tunisia
Taoyang,35.3754,103.8612,China
Gualeguaychu,-33.0167,-58.5167,Argentina
Beja,36.7333,9.1833,Tunisia
Lingayen,16.0167,120.2333,Philippines
Labo,14.1561,122.8294,Philippines
Yongju,36.8058,128.6239,South Korea
West Covina,34.0555,-117.9113,United States
Paleng,-1.4,123.1667,Indonesia
Temecula,33.4928,-117.1315,United States
Bagu Na Mohra,33.22,73.21,Pakistan
Witbank,-25.877,29.201,South Africa
Maxixe,-23.8667,35.35,Mozambique
Ban Mangkon,13.6138,100.6104,Thailand
Bend,44.0563,-121.3095,United States
Mineshita,35.1185,138.9186,Japan
Tuxpam de Rodriguez Cano,20.95,-97.4,Mexico
Soma,39.1883,27.6089,Turkey
Novoshakhtinsk,47.7667,39.9167,Russia
Acharnes,38.0833,23.7333,Greece
Douliu,23.7075,120.5439,Taiwan
Sao Mateus,-18.7158,-39.8589,Brazil
Botosani,47.7486,26.6694,Romania
Zilina,49.2228,18.74,Slovakia
Balombo,-12.35,14.7667,Angola
Salisbury,38.3756,-75.5865,United States
Crawley,51.1092,-0.1872,United Kingdom
Nantang,22.4917,113.5374,China
Ferizaj,42.3667,21.1667,Kosovo
Ikeda,34.8167,135.4333,Japan
Matruh,31.35,27.2333,Egypt
St. John's,47.4817,-52.7971,Canada
Sitamarhi,26.6,85.48,India
Salford,53.483,-2.2931,United Kingdom
Mungeli,22.07,81.68,India
Reus,41.1549,1.1087,Spain
Moortebeek,50.8547,4.3386,Belgium
Taungoo,18.9333,96.4333,Myanmar
Cawayan,9.9667,122.6167,Philippines
Go Cong,10.3667,106.6667,Vietnam
Tadpatri,14.92,78.02,India
Moncton,46.1328,-64.7714,Canada
Yasuj,30.6683,51.5881,Iran
Tipitapa,12.1964,-86.0969,Nicaragua
Alto Hospicio,-20.25,-70.1167,Chile
Maramag,7.7631,125.005,Philippines
Jalpaiguri,26.5167,88.7333,India
Birnin Kebbi,12.4504,4.1999,Nigeria
Gharbara,28.4962,77.536,India
Shamli,29.45,77.32,India
Siauliai,55.9333,23.3167,Lithuania
Khemis Sahel,35.25,-6.0833,Morocco
Seversk,56.6,84.85,Russia
Dagenham,51.5397,0.1422,United Kingdom
El Limon,10.3003,-67.6336,Venezuela
Malate,14.5642,120.9913,Philippines
Inglewood,33.9566,-118.3444,United States
Villa Krause,-31.5833,-68.5333,Argentina
Wembley,51.5528,-0.2979,United Kingdom
Sarh,9.15,18.3833,Chad
An Nuhud,12.7,28.4333,Sudan
Kotmale,7.0167,80.5833,Sri Lanka
Joyabaj,14.995,-90.8075,Guatemala
Dearborn,42.3127,-83.213,United States
Centennial,39.5926,-104.8673,United States
Koszalin,54.2,16.1833,Poland
Tajimi,35.3328,137.1316,Japan
Thunder Bay,48.3822,-89.2461,Canada
Delft,52.0117,4.3592,Netherlands
Baia Farta,-12.6128,13.1987,Angola
Tagbilaran City,9.65,123.85,Philippines
Courbevoic,48.8978,2.2531,France
Pavlohrad,48.52,35.87,Ukraine
Emmen,52.7833,6.9,Netherlands
Queenstown,-31.9,26.8833,South Africa
Chaman,30.921,66.4597,Pakistan
Pateros,14.5417,121.0667,Philippines
Umm Qasr,30.0342,47.9294,Iraq
Musoma,-1.5,33.8,Tanzania
Suriapet,17.1415,79.6236,India
Charsadda,34.15,71.7333,Pakistan
Kogon Shahri,39.7275,64.5547,Uzbekistan
Shikohabad,27.1,78.6,India
Kefar Sava,32.1714,34.9083,Israel
Alchevsk,48.4778,38.7978,Ukraine
Toufen,24.6832,120.9072,Taiwan
Morales,15.4725,-88.8414,Guatemala
Burbank,34.1879,-118.3235,United States
Manokwari,-0.8667,134.0833,Indonesia
Bolzano,46.4981,11.3548,Italy
Chorzow,50.3,18.95,Poland
Erdenet,49.0278,104.0444,Mongolia
Wa,10.0667,-2.5,Ghana
Launceston,-41.4419,147.145,Australia
Ejido,8.5466,-71.2409,Venezuela
Chongshan,18.7787,109.5117,China
Idku,31.3,30.3,Egypt
Kishanganj,26.0794,87.9372,India
Ilebo,-4.3167,20.6,Congo (Kinshasa)
Namhkam,23.8333,97.6833,Myanmar
Dieppe,46.0989,-64.7242,Canada
Lujan,-34.5667,-59.1,Argentina
Arzamas,55.4,43.8167,Russia
Bante,8.4167,1.8833,Benin
Edison,40.536,-74.3697,United States
Artem,43.3667,132.2,Russia
Sparks,39.5736,-119.7161,United States
Tiaong,13.95,121.3167,Philippines
Erechim,-27.6339,-52.2739,Brazil
Noyabrsk,63.2017,75.4517,Russia
Monastir,35.7694,10.8194,Tunisia
Catbalogan,11.7833,124.8833,Philippines
As Safirah,36.0778,37.3733,Syria
Chabahar,25.2919,60.6431,Iran
Nakhon Si Thammarat,8.4364,99.9631,Thailand
Ranibennur,14.6167,75.6167,India
Kulob,37.9092,69.7819,Tajikistan
Salihorsk,52.8,27.5333,Belarus
Ad Dakhla,23.7081,-15.9456,Morocco
Sandy Springs,33.9366,-84.3703,United States
Raba,-8.4614,118.7469,Indonesia
Patos,-7.0244,-37.28,Brazil
Mmabatho,-25.85,25.6333,South Africa
Lokossa,6.6333,1.7167,Benin
La Banda,-27.7333,-64.25,Argentina
Kemalpasa,38.4278,27.4161,Turkey
Son La,21.327,103.9141,Vietnam
Passos,-20.7189,-46.61,Brazil
Nautanwa,27.43,83.42,India
Akhmim,26.5667,31.75,Egypt
Logan,41.7399,-111.8422,United States
Komatsu,36.4083,136.4455,Japan
Aihua,24.4629,100.135,China
Roubaix,50.6901,3.1817,France
Temoaya,19.4686,-99.5933,Mexico
Achinsk,56.2817,90.5039,Russia
Kailua,21.392,-157.7396,United States
Mingacevir,40.77,47.0489,Azerbaijan
Contramaestre,20.3,-76.2506,Cuba
Ciudad Rio Bravo,25.9861,-98.0889,Mexico
El Cajon,32.8017,-116.9604,United States
Vespasiano,-19.6919,-43.9228,Brazil
Atebubu,7.75,-0.9833,Ghana
Khanty-Mansiysk,61,69,Russia
Nusaybin,37.075,41.2153,Turkey
Lo Barnechea,-33.35,-70.5167,Chile
Azare,11.6742,10.1911,Nigeria
Ariquemes,-9.9161,-63.0408,Brazil
Paco do Lumiar,-2.5319,-44.1078,Brazil
Gangawati,15.43,76.53,India
Hillsboro,45.5273,-122.936,United States
Koutiala,12.3833,-5.4667,Mali
Kiryu,36.4052,139.4973,Japan
Pushkino,56.0167,37.8333,Russia
Yelets,52.6167,38.4667,Russia
Ourense,42.3364,-7.8633,Spain
Ballia,25.7604,84.1471,India
Binh Long,11.6527,106.6093,Vietnam
Tikrit,34.61,43.68,Iraq
Bulan,12.6697,123.8758,Philippines
Mirialguda,16.8667,79.5833,India
Playas de Rosarito,32.3636,-117.0544,Mexico
Lerma,19.2847,-99.5119,Mexico
Tarim,16.05,49,Yemen
Malungun,6.2667,125.2833,Philippines
Mityana,0.4006,32.0422,Uganda
Presidente Franco,-25.5333,-54.6167,Paraguay
South Fulton,33.6273,-84.58,United States
Mazyr,52.05,29.2667,Belarus
Robat Karim,35.4847,51.0828,Iran
Kroonstad,-27.6456,27.2317,South Africa
Konotop,51.2369,33.2027,Ukraine
Kandhkot,28.4,69.3,Pakistan
Saint Helens,53.45,-2.75,United Kingdom
Toride,35.9115,140.0504,Japan
Onojo,33.5333,130.4833,Japan
Makrana,27.05,74.72,India
Assis,-22.6619,-50.4119,Brazil
Renton,47.4784,-122.1918,United States
Girona,41.9833,2.8167,Spain
Kongolo,-5.4,27,Congo (Kinshasa)
Sheopur,25.67,76.7,India
Sultan Kudarat,7.2333,124.25,Philippines
Moers,51.4592,6.6197,Germany
Alasehir,38.35,28.5167,Turkey
Liberec,50.7667,15.0667,Czechia
Yozgat,39.8208,34.8083,Turkey
Texcoco,19.52,-98.88,Mexico
Novara,45.45,8.6167,Italy
Tam Diep,20.1556,105.9181,Vietnam
Tourcoing,50.7239,3.1612,France
Al Faw,29.9758,48.4722,Iraq
Balanga,14.68,120.53,Philippines
Ndjamba,-14.7,16.0667,Angola
Mandeville,30.3751,-90.0904,United States
Masbate,12.27,123.58,Philippines
Salzgitter,52.15,10.3333,Germany
Tezpur,26.63,92.8,India
Berdsk,54.75,83.1,Russia
Kurichchi,10.9609,76.9738,India
Ngong,-1.3667,36.6333,Kenya
Daly City,37.6862,-122.4685,United States
Tadepallegudem,16.815,81.526,India
Balti,47.7667,27.9167,Moldova
Wloclawek,52.6592,19.0681,Poland
Maumere,-8.6222,122.2122,Indonesia
Davie,26.0789,-80.287,United States
Masaka,-0.3411,31.7361,Uganda
Nanterre,48.8988,2.1969,France
Sergiyev Posad,56.3,38.1333,Russia
Jurupa Valley,34.001,-117.4706,United States
Francistown,-21.1736,27.5125,Botswana
Fugangcun,23.5899,116.5924,China
Olanchito,15.4833,-86.5833,Honduras
Trindade,-16.6581,-49.4836,Brazil
Leme,-22.1861,-47.3906,Brazil
Roquetas de Mar,36.7642,-2.6147,Spain
Inzai,35.8333,140.15,Japan
Khak-e `Ali,36.1283,50.1764,Iran
Maldonado,-34.9,-54.95,Uruguay
Fulgazi,23.1333,91.4333,Bangladesh
Suruc,36.9764,38.4269,Turkey
Techiman,7.5772,-1.9292,Ghana
Brajarajnagar,21.8167,83.9167,India
Arapongas,-23.4189,-51.4239,Brazil
Villa Luzuriaga,-34.6667,-58.5833,Argentina
Aquin,18.2833,-73.4,Haiti
Chikushino,33.5,130.5167,Japan
Caseros,-34.6106,-58.5625,Argentina
San Vicente de Baracaldo,43.2972,-2.9917,Spain
Gillingham,51.385,0.55,United Kingdom
Ginowan,26.2817,127.7783,Japan
Tula de Allende,20.05,-99.35,Mexico
Brockton,42.0821,-71.0242,United States
Kalamaria,40.5833,22.95,Greece
Sindangan,8.2386,122.9986,Philippines
Lower Hutt,-41.2167,174.9167,New Zealand
Coronel Fabriciano,-19.5189,-42.6289,Brazil
Kwai Chung,22.3674,114.1273,Hong Kong
Kamianets-Podilskyi,48.6806,26.5806,Ukraine
Acailandia,-4.9469,-47.505,Brazil
Mubende,0.5575,31.395,Uganda
Natitingou,10.3,1.3667,Benin
Seguela,7.9667,-6.6667,C̫te d'Ivoire
Longmont,40.1686,-105.1005,United States
Elista,46.3167,44.2667,Russia
Kalyani,22.975,88.4344,India
Kilinochchi,9.4004,80.3999,Sri Lanka
Paniqui,15.6681,120.5789,Philippines
Saijo,33.9167,133.1833,Japan
Isehara,35.3833,139.3,Japan
Dolisie,-4.2,12.6667,Congo (Brazzaville)
Negapatam,10.7667,79.8333,India
Eastbourne,50.77,0.28,United Kingdom
Pazardzhik,42.2,24.3333,Bulgaria
Wigan,53.5448,-2.6318,United Kingdom
Rialto,34.1175,-117.3892,United States
Libertad,-34.6833,-58.6833,Argentina
Thika,-1.0396,37.09,Kenya
Telde,27.9985,-15.4167,Spain
Buxar,25.5605,83.9805,India
Dongguazhen,25.079,101.502,China
San German,18.0827,-67.046,Puerto Rico
Siegen,50.8833,8.0167,Germany
Tantoyuca,21.35,-98.2333,Mexico
Vitry-sur-Seine,48.7875,2.3928,France
Biak,-1.18,136.08,Indonesia
Zomba,-15.3833,35.3333,Malawi
Yishi,35.1379,110.764,China
Songea,-10.6833,35.65,Tanzania
Hikkaduwa,6.1472,80.1103,Sri Lanka
Eau Claire,44.8197,-91.4948,United States
Bouskoura,33.4489,-7.6486,Morocco
Lida,53.8833,25.3,Belarus
Bundi,25.4383,75.6372,India
Mazatenango,14.5333,-91.5,Guatemala
Hove,50.8352,-0.1758,United Kingdom
Nyeri,-0.4167,36.95,Kenya
Amaravati,16.5131,80.5165,India
Messaad,34.1542,3.4969,Algeria
Bumba,2.1844,22.4703,Congo (Kinshasa)
Araxa,-19.5928,-46.9408,Brazil
Turlock,37.5053,-120.8588,United States
Woodbridge,40.5611,-74.2943,United States
Norwalk,33.9069,-118.0829,United States
