Manufacturer,Model Number,Safety Certification,Pmax,PTC,Technology,A_c,N_s,N_p,BIPV,Isc,Voc,Ipmax,Vpmax,NOCT,Tc_pmax,Tc_isc,Tc_voc,Short Side,Long Side
Centrosolar America,SM72 335SW,UL 1703,335,302,Multi-c-Si,1.94,72,1,N,9.6,45.7,8.73,38.4,48.5,-0.4146,0.0498,-0.3113,0.992,1.956
Centrosolar America,TM7 335SW,UL 1703,335,305.1,Mono-c-Si,1.95,72,1,N,9.37,46.4,8.79,38.1,46.5,-0.41,0.04,-0.29,0.99,1.97
Centrosolar America,TM7S 335SW,UL 1703,335,305.1,Mono-c-Si,1.95,72,1,N,9.37,46.4,8.79,38.1,46.5,-0.41,0.04,-0.29,0.99,1.97
Centrosolar America,EM72 340BW,UL 1703,340,310.9,Mono-c-Si,1.923,72,1,N,9.41,46.91,8.91,38.17,45.2,-0.421,0.0491,-0.297,0.986,1.95
Centrosolar America,EM72 340SW,UL 1703,340,310.9,Mono-c-Si,1.923,72,1,N,9.41,46.91,8.91,38.17,45.2,-0.421,0.0491,-0.297,0.986,1.95
Centrosolar America,SM72 340SW,UL 1703,340,306.6,Multi-c-Si,1.94,72,1,N,9.72,45.8,8.84,38.5,48.5,-0.4146,0.0498,-0.3113,0.992,1.956
Centrosolar America,EM72 345BW,UL 1703,345,315.6,Mono-c-Si,1.923,72,1,N,9.48,47.13,8.99,38.38,45.2,-0.421,0.0491,-0.297,0.986,1.95
Centrosolar America,EM72 345SW,UL 1703,345,315.6,Mono-c-Si,1.923,72,1,N,9.48,47.13,8.99,38.38,45.2,-0.421,0.0491,-0.297,0.986,1.95
Centrosolar America,EM72 350BW,UL 1703,350,320.3,Mono-c-Si,1.923,72,1,N,9.59,47.64,9.09,38.51,45.2,-0.421,0.0491,-0.297,0.986,1.95
Centrosolar America,EM72 350SW,UL 1703,350,320.3,Mono-c-Si,1.923,72,1,N,9.59,47.64,9.09,38.51,45.2,-0.421,0.0491,-0.297,0.986,1.95
CertainTeed,Apollo II - 67,UL 1703,67,60.9,Mono-c-Si,0.42,14,1,Y,9.34,9.4,8.9,7.6,48.5,-0.373,0.048,-0.275,,
CertainTeed,Apollo Tile II - 67,UL 1703,67,61.1,Mono-c-Si,0.42,14,1,Y,9.34,9.4,8.9,7.6,47.7,-0.373,0.048,-0.275,,
CertainTeed,Apollo II - 70x,UL 1703,70,59.7,Mono-c-Si,0.53,14,1,Y,9.42,9.6,9.03,7.8,61.8,-0.371,0.046,-0.273,,
CertainTeed,Apollo Tile II - 70x,UL 1703,70,61,Mono-c-Si,0.54,14,1,Y,9.42,9.6,9.03,7.8,57,-0.371,0.046,-0.273,,
CertainTeed,Apollo II - 71x,UL 1703,71,60.6,Mono-c-Si,0.53,14,1,Y,9.46,9.6,9.09,7.8,61.8,-0.371,0.046,-0.273,,
CertainTeed,Apollo Tile II - 71x,UL 1703,71,61.9,Mono-c-Si,0.54,14,1,Y,9.46,9.6,9.09,7.8,57,-0.371,0.046,-0.273,,
CertainTeed,Apollo II - 72x,UL 1703,72,61.5,Mono-c-Si,0.53,14,1,Y,9.49,9.7,9.14,7.9,61.8,-0.371,0.046,-0.273,,
CertainTeed,Apollo Tile II - 72x,UL 1703,72,62.8,Mono-c-Si,0.54,14,1,Y,9.49,9.7,9.14,7.9,57,-0.371,0.046,-0.273,,
CertainTeed,Apollo II - 73x,UL 1703,73,62.4,Mono-c-Si,0.53,14,1,Y,9.53,9.8,9.19,7.9,61.8,-0.371,0.046,-0.273,,
CertainTeed,Apollo Tile II - 73x,UL 1703,73,63.7,Mono-c-Si,0.54,14,1,Y,9.53,9.8,9.19,7.9,57,-0.371,0.046,-0.273,,
CertainTeed,Apollo II - 74x,UL 1703,74,63.3,Mono-c-Si,0.53,14,1,Y,9.58,9.9,9.27,8,61.8,-0.371,0.046,-0.273,,
CertainTeed,Apollo Tile II - 74x,UL 1703,74,64.6,Mono-c-Si,0.54,14,1,Y,9.58,9.9,9.27,8,57,-0.371,0.046,-0.273,,
CertainTeed,Apollo II - 75x,UL 1703,75,64.2,Mono-c-Si,0.53,14,1,Y,9.62,9.9,9.33,8.1,61.8,-0.371,0.046,-0.273,,
CertainTeed,Apollo Tile II - 75x,UL 1703,75,65.5,Mono-c-Si,0.54,14,1,Y,9.62,9.9,9.33,8.1,57,-0.371,0.046,-0.273,,
CertainTeed,CT280M10-02,UL 1703,280,256.7,Mono-c-Si,1.627,60,1,N,9.34,39.1,8.88,31.53,44.6,-0.42,0.04,-0.3,0.992,1.64
CertainTeed,CT280M11-02,UL 1703,280,256.7,Mono-c-Si,1.627,60,1,N,9.34,39.1,8.88,31.53,44.6,-0.42,0.04,-0.3,0.992,1.64
CertainTeed,CT285M10-01,UL 1703,285,258.9,Multi-c-Si,1.637,60,1,N,9.5,38.7,8.9,31.8,46,-0.431604,0.034895,-0.292802,0.998,1.64
CertainTeed,CT285M10-02,UL 1703,285,261.4,Mono-c-Si,1.627,60,1,N,9.48,39.43,8.97,31.76,44.6,-0.42,0.04,-0.3,0.992,1.64
CertainTeed,CT285M11-01,UL 1703,285,258,Multi-c-Si,1.637,60,1,N,9.5,38.7,8.9,31.8,46.5,-0.437229,0.048604,-0.302057,0.998,1.64
CertainTeed,CT290M10-01,UL 1703,290,263.5,Multi-c-Si,1.637,60,1,N,9.7,38.8,9.1,32,46,-0.431604,0.034895,-0.292802,0.998,1.64
CertainTeed,CT290M10-02,UL 1703,290,266.1,Mono-c-Si,1.627,60,1,N,9.62,39.77,9.06,32,44.6,-0.42,0.04,-0.3,0.992,1.64
CertainTeed,CT290M11-01,UL 1703,290,262.6,Multi-c-Si,1.637,60,1,N,9.7,38.8,9.1,32,46.5,-0.437229,0.048604,-0.302057,0.998,1.64
CertainTeed,CT290M11-02,UL 1703,290,266.1,Mono-c-Si,1.627,60,1,N,9.62,39.77,9.06,32,44.6,-0.42,0.04,-0.3,0.992,1.64
CertainTeed,CT295M10-01,UL 1703,295,268.3,Multi-c-Si,1.637,60,1,N,9.8,39,9.2,32.1,46,-0.430429,0.034722,-0.292802,0.998,1.64
CertainTeed,CT295M10-02,UL 1703,295,270.4,Mono-c-Si,1.627,60,1,N,9.77,40.11,9.15,32.24,46.7,-0.386,0.042,-0.282,0.992,1.64
CertainTeed,CT295M11-01,UL 1703,295,267.3,Multi-c-Si,1.637,60,1,N,9.8,39,9.2,32.1,46.5,-0.437229,0.048604,-0.302057,0.998,1.64
CertainTeed,CT295M11-02,UL 1703,295,270.4,Mono-c-Si,1.627,60,1,N,9.77,40.11,9.15,32.24,46.7,-0.386,0.042,-0.282,0.992,1.64
CertainTeed,CT300M10-01,UL 1703,300,272.9,Multi-c-Si,1.637,60,1,N,9.9,39.1,9.3,32.3,46,-0.431604,0.034895,-0.292802,0.998,1.64
CertainTeed,CT300M10-02,UL 1703,300,275.1,Mono-c-Si,1.627,60,1,N,9.91,40.45,9.24,32.48,46.7,-0.386,0.042,-0.282,0.992,1.64
CertainTeed,CT300M10-03,UL 1703,300,277.2,Mono-c-Si,1.62,60,,N,9.75,40.3,9.24,32.5,45.6,-0.373,0.045,-0.279,,
CertainTeed,CT300M11-01,UL 1703,300,270.3,Multi-c-Si,1.637,60,1,N,9.9,39.1,9.3,32.3,46.6,-0.46109,0.044103,-0.328608,0.998,1.64
CertainTeed,CT300M11-02,UL 1703,300,274,Mono-c-Si,1.575,60,1,N,9.91,40.45,9.24,32.48,48.6,-0.374,0.042,-0.281,0.992,1.64
CertainTeed,CT300M11-03,UL 1703,300,276.3,Mono-c-Si,1.61,60,,N,9.75,40.3,9.24,32.5,46.1,-0.379,0.043,-0.282,,
CertainTeed,CT305M10-02,UL 1703,305,279.8,Mono-c-Si,1.627,60,1,N,10.06,40.79,9.32,32.73,46.7,-0.386,0.042,-0.282,0.992,1.64
CertainTeed,CT305M11-02,UL 1703,305,278.7,Mono-c-Si,1.575,60,1,N,10.06,40.79,9.3,32.7,48.6,-0.374,0.042,-0.281,0.992,1.64
CertainTeed,CT310HC11-04,UL 1703,310,285.7,Mono-c-Si,1.61,60,2,N,9.95,39.6,9.51,32.6,47.6,-0.354,0.043,-0.275,,
CertainTeed,CT310M11-02,UL 1703,310,283.4,Mono-c-Si,1.58,60,1,N,10.21,41.1,9.4,33,48.6,-0.374,0.042,-0.281,,
CertainTeed,CT315HC11-04,UL 1703,315,290.4,Mono-c-Si,1.61,60,2,N,10.04,39.7,9.6,32.8,47.6,-0.354,0.043,-0.275,,
CertainTeed,CT315M11-02,UL 1703,315,288.1,Mono-c-Si,1.58,60,1,N,10.37,41.5,9.5,33.2,48.6,-0.374,0.042,-0.281,,
CertainTeed,CT320HC11-04,UL 1703,320,295.2,Mono-c-Si,1.61,60,2,N,10.13,39.9,9.69,33,47.6,-0.354,0.043,-0.275,,
CertainTeed,CT320P00-01,UL 1703,320,293.6,Multi-c-Si,1.81,72,,,9,45.7,8.8,36.4,45.5,-0.4,0.04,-0.29,,
CertainTeed,CT325HC11-04,UL 1703,325,294.9,Mono-c-Si,1.68,60,2,N,10.43,40.1,9.93,32.7,48.5,-0.403,0.069,-0.316,,
CertainTeed,CT325P00-01,UL 1703,325,298.3,Multi-c-Si,1.81,72,,,9.1,45.9,8.8,36.6,45.5,-0.4,0.04,-0.29,,
CertainTeed,CT330HC11-04,UL 1703,330,299.6,Mono-c-Si,1.68,60,2,N,10.51,40.3,10.02,32.9,48.5,-0.403,0.069,-0.316,,
CertainTeed,CT335HC11-04,UL 1703,335,304.3,Mono-c-Si,1.68,60,2,N,10.6,40.4,10.11,33.1,48.5,-0.403,0.069,-0.316,,
CertainTeed,CT350M00-01,UL 1703,350,321.8,Mono-c-Si,1.81,72,,,9.6,47.1,9,38.7,45.6,-0.4,0.039,-0.29,,
CertainTeed,CT350M10-01,UL 1703,350,321.8,Mono-c-Si,1.81,72,,,9.6,47.1,9,38.7,45.6,-0.4,0.039,-0.29,,
CertainTeed,CT355M00-01,UL 1703,355,326.6,Mono-c-Si,1.81,72,,,9.7,47.3,9.1,38.9,45.6,-0.4,0.039,-0.29,,
CertainTeed,CT355M10-01,UL 1703,355,326.6,Mono-c-Si,1.81,72,,,9.7,47.3,9.1,38.9,45.6,-0.4,0.039,-0.29,,
CertainTeed,CT355M10-02,UL 1703,355,325.5,Mono-c-Si,1.94,72,1,N,9.9,47.47,9.21,38.55,46.7,-0.386,0.042,-0.282,0.992,1.956
CertainTeed,CT355M10-03,UL 1703,355,324.9,Mono-c-Si,1.923,72,1,N,9.64,47,9.04,39.3,47.21,-0.385,0.043,-0.288,,
CertainTeed,CT355M11-02,UL 1703,355,325.5,Mono-c-Si,1.94,72,1,N,9.9,47.47,9.21,38.55,46.7,-0.386,0.042,-0.282,0.992,1.956
CertainTeed,CT355M11-03,UL 1703,355,327.5,Mono-c-Si,1.92,72,,N,9.64,47,9.04,39.3,45.7,-0.376,0.044,-0.281,,
CertainTeed,CT360M00-01,UL 1703,360,331.3,Mono-c-Si,1.81,72,,,9.8,47.4,9.2,39.1,45.6,-0.4,0.039,-0.29,,
CertainTeed,CT360M10-01,UL 1703,360,331.3,Mono-c-Si,1.81,72,,,9.8,47.4,9.2,39.1,45.6,-0.4,0.039,-0.29,,
CertainTeed,CT360M10-02,UL 1703,360,330.2,Mono-c-Si,1.94,72,1,N,9.99,47.56,9.32,38.63,46.7,-0.386,0.042,-0.282,0.992,1.956
CertainTeed,CT360M10-03,UL 1703,360,329.6,Mono-c-Si,1.92,72,1,N,9.67,47.4,9.07,39.7,47.21,-0.385,0.043,-0.288,,
CertainTeed,CT360M11-02,UL 1703,360,328.8,Mono-c-Si,1.882,72,1,N,9.99,47.56,9.32,38.63,48.6,-0.374,0.042,-0.281,0.992,1.956
CertainTeed,CT360M11-03,UL 1703,360,332.3,Mono-c-Si,1.92,72,,N,9.67,47.4,9.07,39.7,45.7,-0.376,0.044,-0.281,,
CertainTeed,CT365M10-02,UL 1703,365,335.4,Mono-c-Si,1.882,72,1,N,10.08,47.66,9.43,38.71,47.4,-0.371,0.039,-0.281,0.992,1.956
CertainTeed,CT365M10-03,UL 1703,365,334.3,Mono-c-Si,1.92,72,1,N,9.71,47.8,9.11,40.1,47.2,-0.385,0.043,-0.288,,
CertainTeed,CT365M11-02,UL 1703,365,333.5,Mono-c-Si,1.882,72,1,N,10.08,47.66,9.43,38.71,48.6,-0.374,0.042,-0.281,0.992,1.956
CertainTeed,CT370M00-04,UL 1703,370,345,Mono-c-Si,1.88,72,1,N,9.9,47.9,9.3,39.8,43.5,-0.376,0.042,-0.276,,
CertainTeed,CT370M10-02,UL 1703,370,340.1,Mono-c-Si,1.88,72,1,N,10.17,47.8,9.5,38.8,47.4,-0.371,0.039,-0.281,,
CertainTeed,CT370M10-03,UL 1703,370,339,Mono-c-Si,1.92,72,1,N,9.74,48.2,9.14,40.5,47.2,-0.385,0.043,-0.288,,
CertainTeed,CT370M11-02,UL 1703,370,338.2,Mono-c-Si,1.88,72,1,N,10.17,47.8,9.5,38.8,48.6,-0.374,0.042,-0.281,,
CertainTeed,CT375M00-04,UL 1703,375,349.7,Mono-c-Si,1.88,72,1,N,9.9,48.2,9.3,40.2,43.5,-0.376,0.042,-0.276,,
CertainTeed,CT375M10-02,UL 1703,375,344.9,Mono-c-Si,1.88,72,1,N,10.26,47.9,9.7,38.9,47.4,-0.371,0.039,-0.281,,
CertainTeed,CT375M11-02,UL 1703,375,342.9,Mono-c-Si,1.88,72,1,N,10.26,47.9,9.7,38.9,48.6,-0.374,0.042,-0.281,,
CertainTeed,CT380M10-02,UL 1703,380,349.6,Mono-c-Si,1.88,72,1,N,10.35,47.9,9.8,38.9,47.4,-0.371,0.039,-0.281,,
CertainTeed,CT390HC00-04,UL 1703,390,364.4,Mono-c-Si,1.95,72,2,N,10.48,48.2,9.66,40.4,44.5,-0.349,0.043,-0.267,,
CertainTeed,CT390HC11-04,UL 1703,390,354.1,Mono-c-Si,1.95,72,2,N,10.48,48.2,9.66,40.4,48.1,-0.413,0.049,-0.318,,
CertainTeed,CT395HC00-04,UL 1703,395,369.1,Mono-c-Si,1.95,72,2,N,10.56,48.4,9.74,40.6,44.5,-0.349,0.043,-0.267,,
CertainTeed,CT395HC11-04,UL 1703,395,358.8,Mono-c-Si,1.95,72,2,N,10.56,48.4,9.74,40.6,48.1,-0.413,0.049,-0.318,,
CertainTeed,CT400HC00-04,UL 1703,400,373.9,Mono-c-Si,1.95,72,2,N,10.64,48.6,9.81,40.8,44.5,-0.349,0.043,-0.267,,
CertainTeed,CT400HC11-04,UL 1703,400,363.5,Mono-c-Si,1.95,72,2,N,10.64,48.6,9.81,40.8,48.1,-0.413,0.049,-0.318,,
CertainTeed,CT405HC00-04,UL 1703,405,378.7,Mono-c-Si,1.95,72,2,N,10.71,48.7,9.89,41,44.5,-0.349,0.043,-0.267,,
CertainTeed,CT405HC11-04,UL 1703,405,368.2,Mono-c-Si,1.95,72,2,N,10.71,48.7,9.89,41,48.1,-0.413,0.049,-0.318,,
Changzhou Eging Photovoltaic Technology,EG-170P48-C,UL 1703,170,151.5,Multi-c-Si,1.322,48,1,N,7.8,29,7.4,23,46.7,-0.46,0.06,-0.35,0.99,1.335
Changzhou Eging Photovoltaic Technology,EG-175P48-C,UL 1703,175,156.1,Multi-c-Si,1.322,48,1,N,8.2,29.2,7.56,23.2,46.7,-0.46,0.06,-0.35,0.99,1.335
Changzhou Eging Photovoltaic Technology,EG-180M48-C,UL 1703,180,159.8,Mono-c-Si,1.322,48,1,N,8.62,29.4,7.69,23.4,46.8,-0.48,0.03,-0.36,0.99,1.335
Changzhou Eging Photovoltaic Technology,EG-180P48-C,UL 1703,180,160.7,Multi-c-Si,1.322,48,1,N,8.62,29.4,7.69,23.4,46.7,-0.46,0.06,-0.35,0.99,1.335
Changzhou Eging Photovoltaic Technology,EG-185M48-C,UL 1703,185,164.3,Mono-c-Si,1.322,48,1,N,8.8,29.6,7.83,23.62,46.8,-0.48,0.03,-0.36,0.99,1.335
Changzhou Eging Photovoltaic Technology,EG-190M48-C,UL 1703,190,168.9,Mono-c-Si,1.322,48,1,N,8.91,29.6,8.04,23.62,46.8,-0.48,0.03,-0.36,0.99,1.335
Changzhou Eging Photovoltaic Technology,EG-190P54-C,UL 1703,190,169.4,Multi-c-Si,1.475,54,1,N,8.2,32.6,7.34,25.87,46.7,-0.46,0.06,-0.35,0.99,1.49
Changzhou Eging Photovoltaic Technology,EG-195P54-C,UL 1703,195,173.9,Multi-c-Si,1.475,54,1,N,8.37,32.8,7.47,26.1,46.7,-0.46,0.06,-0.35,0.99,1.49
Changzhou Eging Photovoltaic Technology,EG-200P54-C,UL 1703,200,178.5,Multi-c-Si,1.475,54,1,N,8.58,32.8,7.66,26.1,46.7,-0.46,0.06,-0.35,0.99,1.49
Changzhou Eging Photovoltaic Technology,EG-205M54-C,UL 1703,205,182,Mono-c-Si,1.475,54,1,N,8.73,33.1,7.79,26.33,46.8,-0.48,0.03,-0.36,0.99,1.49
Changzhou Eging Photovoltaic Technology,EG-205P54-C,UL 1703,205,183.1,Multi-c-Si,1.475,54,1,N,8.73,33.1,7.79,26.33,46.7,-0.46,0.06,-0.35,0.99,1.49
Changzhou Eging Photovoltaic Technology,EG-210M54-C,UL 1703,210,186.6,Mono-c-Si,1.475,54,1,N,8.88,33.3,7.9,26.57,46.8,-0.48,0.03,-0.36,0.99,1.49
Changzhou Eging Photovoltaic Technology,EG-210P54-C,UL 1703,210,187.7,Multi-c-Si,1.475,54,1,N,8.88,33.3,7.9,26.57,46.7,-0.46,0.06,-0.35,0.99,1.49
Changzhou Eging Photovoltaic Technology,EG-210P60-C,UL 1703,210,187.2,Multi-c-Si,1.634,60,1,N,8.04,36.61,7.39,28.41,46.7,-0.46,0.06,-0.35,0.99,1.65
Changzhou Eging Photovoltaic Technology,EG-215M54-C,UL 1703,215,191.2,Mono-c-Si,1.475,54,1,N,8.96,33.3,8.09,26.57,46.8,-0.48,0.03,-0.36,0.99,1.49
Changzhou Eging Photovoltaic Technology,EG-215P60-C,UL 1703,215,191.8,Multi-c-Si,1.634,60,1,N,8.26,36.67,7.6,28.28,46.7,-0.46,0.06,-0.35,0.99,1.65
Changzhou Eging Photovoltaic Technology,EG-220P60-C,UL 1703,220,196.3,Multi-c-Si,1.634,60,1,N,8.48,36.69,7.8,28.22,46.7,-0.46,0.06,-0.35,0.99,1.65
Changzhou Eging Photovoltaic Technology,EG-225M60-C,UL 1703,225,199.8,Mono-c-Si,1.634,60,1,N,8.68,36.74,7.99,28.18,46.8,-0.48,0.03,-0.36,0.99,1.65
Changzhou Eging Photovoltaic Technology,EG-225P60-C,UL 1703,225,200.9,Multi-c-Si,1.634,60,1,N,8.68,36.74,7.99,28.18,46.7,-0.46,0.06,-0.35,0.99,1.65
Changzhou Eging Photovoltaic Technology,EG-230M60-C,UL 1703,230,204.3,Mono-c-Si,1.634,60,1,N,8.9,36.76,8.15,28.22,46.8,-0.48,0.03,-0.36,0.99,1.65
Changzhou Eging Photovoltaic Technology,EG-230P60-C,UL 1703,230,205.5,Multi-c-Si,1.634,60,1,N,8.9,36.76,8.15,28.22,46.7,-0.46,0.06,-0.35,0.99,1.65
Changzhou Eging Photovoltaic Technology,EG-235M60-C,UL 1703,235,208.9,Mono-c-Si,1.634,60,1,N,9.01,36.76,8.33,28.22,46.8,-0.48,0.03,-0.36,0.99,1.65
Changzhou Eging Photovoltaic Technology,EG-245M72-C,UL 1703,245,217,Mono-c-Si,1.948,72,1,N,7.93,43.5,7.1,34.5,46.8,-0.48,0.03,-0.36,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-255P72-C,UL 1703,255,227.4,Multi-c-Si,1.948,72,1,N,8.37,43.5,7.39,34.5,46.7,-0.46,0.06,-0.35,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-260P72-C,UL 1703,260,232,Multi-c-Si,1.948,72,1,N,8.47,43.8,7.47,34.8,46.7,-0.46,0.06,-0.35,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-265M72-C,UL 1703,265,235.2,Mono-c-Si,1.948,72,1,N,8.52,43.8,7.61,34.8,46.8,-0.48,0.03,-0.36,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-265P72-C,UL 1703,265,236.6,Multi-c-Si,1.948,72,1,N,8.52,43.8,7.61,34.8,46.7,-0.46,0.06,-0.35,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-270M72-C,UL 1703,270,239.7,Mono-c-Si,1.948,72,1,N,8.62,44.1,7.69,35.1,46.8,-0.48,0.03,-0.36,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-270P72-C,UL 1703,270,241.1,Multi-c-Si,1.948,72,1,N,8.62,44.1,7.69,35.1,46.7,-0.46,0.06,-0.35,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-275M72-C,UL 1703,275,244.3,Mono-c-Si,1.948,72,1,N,8.72,44.4,7.76,35.42,46.8,-0.48,0.03,-0.36,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-275P72-C,UL 1703,275,245.7,Multi-c-Si,1.948,72,1,N,8.72,44.4,7.76,35.42,46.7,-0.46,0.06,-0.35,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-280M72-C,UL 1703,280,248.9,Mono-c-Si,1.948,72,1,N,8.89,44.4,7.91,35.42,46.8,-0.48,0.03,-0.36,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-280P72-C,UL 1703,280,250.3,Multi-c-Si,1.948,72,1,N,8.89,44.4,7.91,35.42,46.7,-0.46,0.06,-0.35,0.99,1.968
Changzhou Eging Photovoltaic Technology,EG-285M72-C,UL 1703,285,253.5,Mono-c-Si,1.948,72,1,N,8.92,44.4,8.05,35.42,46.8,-0.48,0.03,-0.36,0.99,1.968
Changzhou Nesl Solartech,DJ-230P-ST15,UL 1741,230,203.1,Multi-c-Si,1.634,60,1,N,8.78,37.48,7.81,30.73,47.3,-0.492531,0.05345,-0.349893,0.99,1.65
Changzhou Nesl Solartech,DJ-235P-ST15,UL 1741,235,212.2,Multi-c-Si,1.634,60,1,N,8.8,36.2,7.91,29.7,45.7,-0.44096,0.0826,-0.378,0.99,1.65
Changzhou Nesl Solartech,DJ-240DA/C-ST15,UL 1741,240,216.7,Mono-c-Si,1.634,60,1,N,8.55,37.57,7.92,30.3,45.8,-0.4416,0.0809,-0.4154,0.99,1.65
Changzhou Nesl Solartech,DJ-240P-ST15,UL 1741,240,215.4,Multi-c-Si,1.937,72,1,N,8.32,39.64,7.18,34.21,46.5,-0.4352,0.0897,-0.3974,0.99,1.957
Changzhou Nesl Solartech,DJ-245DA/C-ST15,UL 1741,245,221.3,Mono-c-Si,1.634,60,1,N,8.68,37.82,8.03,30.5,45.8,-0.4416,0.0809,-0.4154,0.99,1.65
Changzhou Nesl Solartech,DJ-250DA/C-ST15,UL 1741,250,226,Mono-c-Si,1.634,60,1,N,8.79,38.07,8.14,30.7,45.8,-0.4416,0.0809,-0.4154,0.99,1.65
Changzhou Nesl Solartech,DJ-255D/C-ST15,UL 1741,255,230.6,Mono-c-Si,1.634,60,1,N,8.94,38.19,8.28,30.8,45.8,-0.4416,0.0809,-0.4154,0.99,1.65
China Sunergy (Nanjing),CSUN170-72M,UL 1703,170,145.3,Mono-c-Si,1.277,72,1,N,5.29,44.4,4.83,35.2,51,-0.519441,0.027397,-0.375621,0.808,1.58
China Sunergy (Nanjing),CSUN175-72M,UL 1703,175,156.5,Mono-c-Si,1.277,72,1,N,5.34,44.5,4.96,35.3,45.8,-0.474373,0.027674,-0.329575,0.808,1.58
China Sunergy (Nanjing),SST175-72M,UL 1703,175,156.5,Mono-c-Si,1.277,72,1,N,5.34,44.5,4.96,35.3,45.8,-0.474373,0.027674,-0.329575,0.808,1.58
China Sunergy (Nanjing),CSUN180-72M,UL 1703,180,161,Mono-c-Si,1.277,72,1,N,5.4,44.6,5.09,35.4,45.8,-0.474373,0.027674,-0.329575,0.808,1.58
China Sunergy (Nanjing),SST180-72M,UL 1703,180,161,Mono-c-Si,1.277,72,1,N,5.4,44.6,5.09,35.4,45.8,-0.474373,0.027674,-0.329575,0.808,1.58
China Sunergy (Nanjing),CSUN185-72M,UL 1703,185,165.6,Mono-c-Si,1.277,72,1,N,5.48,44.8,5.17,35.8,45.8,-0.474373,0.027674,-0.329575,0.808,1.58
China Sunergy (Nanjing),SST185-72M,UL 1703,185,165.6,Mono-c-Si,1.277,72,1,N,5.48,44.8,5.17,35.8,45.8,-0.474373,0.027674,-0.329575,0.808,1.58
China Sunergy (Nanjing),CSUN190-72M,UL 1703,190,167.4,Mono-c-Si,1.277,72,1,N,5.5,45,5.25,36.2,47.6,-0.5,0.06,-0.37,0.808,1.58
China Sunergy (Nanjing),SST190-72M,UL 1703,190,167.4,Mono-c-Si,1.277,72,1,N,5.5,45,5.25,36.2,47.6,-0.5,0.06,-0.37,0.808,1.58
China Sunergy (Nanjing),SST215-54M,UL 1703,215,185.8,Mono-c-Si,1.465,54,1,N,8.62,33.4,7.99,26.9,48.8,-0.54,0.05,-0.39,0.99,1.48
China Sunergy (Nanjing),SST220-54M,UL 1703,220,190.3,Mono-c-Si,1.465,54,1,N,8.75,33.5,8.15,27,48.8,-0.54,0.05,-0.39,0.99,1.48
China Sunergy (Nanjing),SST220-60M,UL 1703,220,198.8,Mono-c-Si,1.624,60,1,N,8.28,36.5,7.57,29.1,46.2,-0.423,0.039,-0.307,0.99,1.64
China Sunergy (Nanjing),SST220-60P,UL 1703,220,195.5,Multi-c-Si,1.61,60,1,N,8.28,36.5,7.57,29.1,45.7,-0.5,0.06,-0.37,0.99,1.626
China Sunergy (Nanjing),SST225-54M,UL 1703,225,194.8,Mono-c-Si,1.465,54,1,N,8.84,33.6,8.3,27.1,48.8,-0.54,0.05,-0.39,0.99,1.48
China Sunergy (Nanjing),SST225-60M,UL 1703,225,203.4,Mono-c-Si,1.624,60,1,N,8.36,36.7,7.68,29.3,46.2,-0.423,0.039,-0.307,0.99,1.64
China Sunergy (Nanjing),SST225-60P,UL 1703,225,200.1,Multi-c-Si,1.61,60,1,N,8.36,36.7,7.68,29.3,45.7,-0.5,0.06,-0.37,0.99,1.626
China Sunergy (Nanjing),SST230-60M,UL 1703,230,208,Mono-c-Si,1.624,60,1,N,8.45,36.8,7.8,29.5,46.2,-0.423,0.039,-0.307,0.99,1.64
China Sunergy (Nanjing),SST230-60P,UL 1703,230,204.7,Multi-c-Si,1.61,60,1,N,8.45,36.8,7.8,29.5,45.7,-0.5,0.06,-0.37,0.99,1.626
China Sunergy (Nanjing),SST235-60M,UL 1703,235,212.6,Mono-c-Si,1.624,60,1,N,8.54,36.8,7.94,29.6,46.2,-0.423,0.039,-0.307,0.99,1.64
China Sunergy (Nanjing),SST235-60P,UL 1703,235,209.2,Multi-c-Si,1.61,60,1,N,8.54,36.8,7.94,29.6,45.7,-0.5,0.06,-0.37,0.99,1.626
China Sunergy (Nanjing),CSUN240-54M,UL 1703,240,209.2,Mono-c-Si,1.465,54,1,N,9.09,34,8.7,27.6,47.7,-0.55,0.05,-0.4,0.99,1.48
China Sunergy (Nanjing),SST240-54M,UL 1703,240,209.2,Mono-c-Si,1.465,54,1,N,9.09,34,8.7,27.6,47.7,-0.55,0.05,-0.4,0.99,1.48
China Sunergy (Nanjing),SST240-60M,UL 1703,240,217.3,Mono-c-Si,1.624,60,1,N,8.62,37,8.06,29.8,46.2,-0.423,0.039,-0.307,0.99,1.64
China Sunergy (Nanjing),SST240-60P,UL 1703,240,213.8,Multi-c-Si,1.61,60,1,N,8.62,37,8.06,29.8,45.7,-0.5,0.06,-0.37,0.99,1.626
